Identifiant;Commune du lieu d'intervention;Type d'intervention;Numéro de la voie;Type de voie;Nom de la voie;Préfixe de la voie;location
7650;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LELASSEUR;;47.2313963663, -1.56913113359
7659;NANTES;ACCIDENT VOIE PUBLIQUE;79;BOULEVARD;ANGLAIS;DES;47.2277857189, -1.58130976871
7660;NANTES;ACCIDENT VOIE PUBLIQUE;53;BOULEVARD;ANGLAIS;DES;47.2277857189, -1.58130976871
7666;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ANGLAIS;DES;47.2273509316, -1.5821770463
7668;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;ARSONVAL;D';47.2268875765, -1.57964412629
7669;NANTES;ACCIDENT VOIE PUBLIQUE;90;RUE;PAUL BELLAMY;;47.2268164042, -1.56048019105
7683;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;TROISIEME DRAGONS;DU;47.2239493609, -1.53758389206
7684;NANTES;ACCIDENT VOIE PUBLIQUE;30;RUE;COULMIERS;DE;47.2235402875, -1.53796412441
7690;NANTES;ACCIDENT VOIE PUBLIQUE;14;;TALENSAC;;47.221426198, -1.55740386196
7700;NANTES;ACCIDENT VOIE PUBLIQUE;40;BOULEVARD;FRATERNITE;DE LA;47.2182220017, -1.58761622709
7701;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;GAL LECLERC HAUTECLOCQUE;;47.2179765502, -1.55286966099
7705;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;ROTONDE;DE LA;47.21529063, -1.546514396
7712;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;PETITE HOLLANDE;DE LA;47.2123626015, -1.55748466203
7728;NANTES;ACCIDENT VOIE PUBLIQUE;53;QUAI;FOSSE;DE LA;47.2083847503, -1.56936852829
7730;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;GASTON DOUMERGUE;;47.2081769041, -1.54486163602
7731;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;GALARNE;DE LA;47.2085675386, -1.52975619112
7735;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;ROMAIN ROLLAND;;47.2055360046, -1.60673640729
7743;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;ANATOLE DE MONZIE;;47.2040764995, -1.53984613006
7745;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;GENERAL DE GAULLE;;47.2038041926, -1.53669419396
7746;NANTES;ACCIDENT VOIE PUBLIQUE;19;BOULEVARD;GUSTAVE ROCH;;47.2027338, -1.55296480684
7751;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;GEORGES CLEMENCEAU;;47.2015937253, -1.53519948739
7760;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;PIRMIL;DE;47.1991926185, -1.54339089986
7645;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;ALSACE;D';47.2339645118, -1.54642840889
7646;NANTES;ACCIDENT VOIE PUBLIQUE;39;BOULEVARD;HENRY ORRION;;47.2334257392, -1.55999630703
7651;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;BOULAY-PATY;;47.2307227064, -1.57624883167
7652;NANTES;ACCIDENT VOIE PUBLIQUE;62;BOULEVARD;VAN ISEGHEM;;47.231495403, -1.54967396542
7656;NANTES;ACCIDENT VOIE PUBLIQUE;48;RUE;CHALATRES;DES;47.2299760716, -1.53540222331
7661;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;ANGLAIS;DES;47.2277857189, -1.58130976871
7663;NANTES;ACCIDENT VOIE PUBLIQUE;106;RUE;GENERAL BUAT;;47.2289470947, -1.54082823179
7671;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PARMENTIER;;47.2278380262, -1.52314942175
7677;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;CHARLES ROGER;;47.2228538171, -1.59680090965
7682;NANTES;ACCIDENT VOIE PUBLIQUE;25;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
7686;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PRAIRIE DE MAUVES/NTES-PAR;DE LA;47.2244438229, -1.49855159618
7694;NANTES;ACCIDENT VOIE PUBLIQUE;1;;GUE ROBERT;DU;47.2211314034, -1.53030700077
7699;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;TERTRE;DU;47.218068918, -1.60398468488
7708;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;COMMERCE;DU;47.2135535639, -1.55769028297
7713;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;GENERAL MELLINET;;47.2116607091, -1.57661331474
7717;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;EGALITE;DE L';47.2104597768, -1.58676954313
7718;NANTES;ACCIDENT VOIE PUBLIQUE;125;BOULEVARD;EGALITE;DE L';47.2104597768, -1.58676954313
7726;NANTES;ACCIDENT VOIE PUBLIQUE;;AVENUE;JEAN-CLAUDE BONDUELLE;;47.2104903754, -1.54249158989
7727;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;JEAN MONNET;;47.2091222683, -1.55021718707
7729;NANTES;ACCIDENT VOIE PUBLIQUE;;ALLEE;ALAIN GERBAULT;;47.2093510573, -1.5265348774
7738;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;GENERAL DE GAULLE;;47.2062265234, -1.53885197996
7744;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PETITE BIESSE;;47.2037885268, -1.54759636973
7750;NANTES;ACCIDENT VOIE PUBLIQUE;;ECHANGEUR,PORTE;PORTE DE L'ESTUAIRE;;47.1994431408, -1.6163182443
7755;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;CARDIFF;DE;47.1990545709, -1.58286773607
7759;NANTES;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;PIRMIL;DE;47.1991926185, -1.54339089986
7762;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;PIRMIL;DE;47.1979998588, -1.54216797159
7764;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;BONNE GARDE;;47.1975047731, -1.53144153197
7769;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;MAURICE SARRAIL;;47.1943168698, -1.5461559424
7778;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;CASSON;DE;47.4234419299, -1.50948324259
7790;PAIMBOEUF;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D77 RTE DE ST BREVIN PINS;;47.2827282802, -2.02979500155
7796;PONT SAINT MARTIN;ACCIDENT VOIE PUBLIQUE;;RUE;BAUCHE TUE LOUP;DE LA;47.1392453671, -1.55132635353
7803;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;TRAITE DE MAASTRICHT;DU;47.1258421257, -2.12744600625
7804;PORNIC;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;SAINT GILLES;;47.1194801983, -2.10091094304
7807;PORNIC;ACCIDENT VOIE PUBLIQUE;;RUE;NANTES;DE;47.1129271203, -2.08483351729
7814;PORNICHET;ACCIDENT VOIE PUBLIQUE;;AVENUE;PEROCHE;;47.2652846967, -2.33863180768
7819;PORNICHET;ACCIDENT VOIE PUBLIQUE;;AVENUE;LORIETTES;DES;47.2513251421, -2.31680481555
7824;POUILLE LES COTEAUX;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BARBIERE;LA;47.4742922326, -1.19105244626
7825;PREFAILLES;ACCIDENT VOIE PUBLIQUE;;RUE;NOE GAST;DE LA;47.1361751004, -2.23468806701
7833;REZE;ACCIDENT VOIE PUBLIQUE;;PLACE;MARTYRS DE LA RESISTANCE;DES;47.1916479239, -1.54838036743
7835;REZE;ACCIDENT VOIE PUBLIQUE;;PLACE;08/05/45;DU;47.1893159115, -1.55209564244
7839;REZE;ACCIDENT VOIE PUBLIQUE;;RUE;BAS LANDREAU;DU;47.1819832057, -1.56358496044
7840;REZE;ACCIDENT VOIE PUBLIQUE;103;RUE;TROCARDIERE;DE LA;47.1813627192, -1.57232495115
7845;REZE;ACCIDENT VOIE PUBLIQUE;8;RUE;SORBIERS;DES;47.1683867678, -1.53864963023
7848;REZE;ACCIDENT VOIE PUBLIQUE;48;RUE;ERNEST SAUVESTRE;;47.1634714917, -1.54232187268
7857;SAFFRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D537 LIEU DIT BOUT DE BOIS;;47.4585723392, -1.63832035603
7861;SAUTRON;ACCIDENT VOIE PUBLIQUE;;RUE;MAIRIE;DE LA;47.2638252401, -1.67297266335
7864;SAVENAY;ACCIDENT VOIE PUBLIQUE;;RUE;FAUVETTES;DES;47.3638221819, -1.93770063932
7865;SEVERAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;DOUE;LA;47.5676414532, -2.0476072048
7869;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.274217156, -2.16361537557
7873;ST BREVIN LES PINS;ACCIDENT VOIE PUBLIQUE;122;AVENUE;MARECHAL FOCH;;47.241077538, -2.16843495004
7875;ST ETIENNE DE MONTLUC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GRANDE JULIENNAIS;LA;47.276106213, -1.76385410303
7886;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;7;RUE;CHENE LASSE;DU;47.226792204, -1.6424035765
7887;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;MOULIN NEUF;DU;47.2248742006, -1.62224280719
7888;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2248837838, -1.62170141655
7894;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2205039699, -1.62281853125
7895;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SALVADOR ALLENDE;;47.2176091248, -1.61373366017
7899;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2106951874, -1.6270102118
7901;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;8;RUE;MARSEILLE;DE;47.2059361631, -1.61687704127
7903;ST HERBLON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEL AIR;;47.3721888982, -1.16187619495
7908;ST JULIEN DE CONCELLES;ACCIDENT VOIE PUBLIQUE;;ROUTE;FELIX PRAUD;;47.2626102428, -1.37667854273
7909;ST JULIEN DE CONCELLES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PICHAUDIERE;LA;47.2538257332, -1.42682139021
7911;ST MALO DE GUERSAC;ACCIDENT VOIE PUBLIQUE;;RUE;JULES VERNE;;47.3549391127, -2.18326951151
7916;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;APPRENTIS;DES;47.2918134479, -2.18439309245
7920;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;VILLE HALLUARD;DE LA;47.2847380181, -2.20510085276
7924;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PAUL LEFERME;;47.2837947936, -2.20159110593
7929;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;37;RUE;DOLMEN;DU;47.2796660276, -2.20621904095
7934;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;FERDINAND DE LESSEPS;;47.2717356341, -2.21858531045
7939;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;PLACE;PIERRE BOURDAN;;47.2636502837, -2.23482644572
7950;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;CLISSON;DE;47.1907133577, -1.5217811444
7951;STE ANNE SUR BRIVET;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;HESSIN;;47.4675075066, -2.0062832092
7952;STE LUCE SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;LOUIS GAUDIN;;47.2553108426, -1.48764268606
7955;STE LUCE SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE INTERIEUR;;47.2372352809, -1.48165607695
7961;SUCE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D69 RTE DE CHAPELLE S ERDR;;47.3223491068, -1.53534352958
7967;TRANS SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BAS FRILOUX;LE;47.5037409135, -1.37034928152
7968;TREILLIERES;ACCIDENT VOIE PUBLIQUE;;;D49 RTE DE SUCE SUR ERDRE;;47.329780433, -1.60876982444
7973;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS GUERANDE - PORNIC;;47.3065662145, -2.20155162608
7980;VARADES;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GRANDE MENUERE;LA;47.3965229886, -1.02413464676
7983;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1754238209, -1.5100859222
7984;VERTOU;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;LUC DEJOIE;;47.1758588768, -1.45895993497
7986;VERTOU;ACCIDENT VOIE PUBLIQUE;;RUE;11/11/18;DU;47.1710759552, -1.4745225984
7990;VERTOU;ACCIDENT VOIE PUBLIQUE;;ROUTE;PORTILLON;DE;47.1551734887, -1.46762136274
7992;VIGNEUX DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOIS MACE;LE;47.3042534094, -1.66845855073
7998;ANCENIS;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;JOSEPH VINCENT;;47.3673117259, -1.18313318281
8003;BOUAYE;ACCIDENT VOIE PUBLIQUE;;RUE;NANTES;DE;47.1440352515, -1.68612324912
8004;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;HOUSSEAU;DU;47.2831364293, -1.50646885002
8010;DONGES;ACCIDENT VOIE PUBLIQUE;1;RUE;SOUCHAIS;DE LA;47.3212259487, -2.07294311743
8012;GUERANDE;ACCIDENT VOIE PUBLIQUE;;AVENUE;BONNE SOURCE;DE;47.3351818203, -2.4307048822
8021;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;JO;DE LA;47.2874190903, -2.36166598974
8046;NANTES;ACCIDENT VOIE PUBLIQUE;19;RUE;FRESCHE BLANC;DU;47.2498671779, -1.55614120819
8048;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PERRAY;DU;47.247685038, -1.51139460803
8052;NANTES;ACCIDENT VOIE PUBLIQUE;11;RUE;HENRI LOIRET;;47.2436505259, -1.50381702833
8061;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;SAINTE LUCE;DE;47.238871798, -1.51423869422
8076;NANTES;ACCIDENT VOIE PUBLIQUE;132;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
8077;NANTES;ACCIDENT VOIE PUBLIQUE;83;BOULEVARD;ERNEST DALBY;;47.2242546352, -1.5298319879
8080;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;ALLONVILLE;D';47.2219497522, -1.53544281889
8081;NANTES;ACCIDENT VOIE PUBLIQUE;;PLACE;PORT COMMUNEAU;DU;47.2195287442, -1.55464820877
8083;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;STALINGRAD;DE;47.2187687695, -1.53736748291
8089;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SARREBRUCK;DE;47.2164949222, -1.51922484946
8094;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SARREBRUCK;DE;47.2137048912, -1.52884512929
8095;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;SARREBRUCK;DE;47.2137048912, -1.52884512929
7207;ST LYPHARD;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D51 RTE DE GUERANDE;;47.3800554763, -2.3399342951
7215;ST MARS DU DESERT;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEAUCHENE;;47.3586104456, -1.45844995852
7220;ST MEME LE TENU;ACCIDENT VOIE PUBLIQUE;21;RUE;VILLE EN BOIS;DE LA;47.0190469496, -1.79457163978
7223;ST MICHEL CHEF CHEF;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;SENS PORNIC - GUERANDE;;47.1590363167, -2.14370058143
7224;ST MOLF;ACCIDENT VOIE PUBLIQUE;;ROUTE;BASTILLE;DE LA;47.3886807861, -2.43693325518
7225;ST MOLF;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;POINTE;LA;47.390007217, -2.37315774489
7230;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;SAINT ANDRE DES EAUX;DE;47.2958333371, -2.29078612752
7233;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;POINT DU JOUR;DU;47.2925160547, -2.27008890885
7242;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;VILLE HALLUARD;DE LA;47.2847380181, -2.20510085276
7246;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ROUTE;BOIS JOALLAND;DU;47.2811215698, -2.25618295185
7248;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;PIERRE DE MAUPERTUIS;;47.2801250039, -2.2306610523
7249;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;12;BOULEVARD;VICTOR HUGO;;47.2806068231, -2.21641509777
7252;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;ECHANGEUR,PORTE;L'HOPITAL;DE;47.277447606, -2.24818771965
7253;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;HOPITAL;DE L';47.2778084682, -2.23773213662
7255;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;RUE;COMMANDANT GUSTAVE GATE;;47.2767159623, -2.22458381307
7261;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;;AVENUE;FERDINAND DE LESSEPS;;47.2717356341, -2.21858531045
7265;ST NAZAIRE;ACCIDENT VOIE PUBLIQUE;44;RUE;ANDRE LE NOTRE;;47.26942296, -2.22147276952
7275;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;LARDIERES;LES;47.2232071887, -2.10955462801
7277;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BRIDELAIS;LA;47.219332268, -2.11050225677
7278;ST PERE EN RETZ;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;MOUCHEFAITE;;47.2056851223, -2.05284669936
7284;ST PHILBERT GRANDLIEU;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;TROISSARDS;LES;47.0363129885, -1.69657594056
7293;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;PATIS BRULE;DU;47.1992078198, -1.50611287944
7298;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;2;RUE;PIERRE MENDES-FRANCE;;47.1906128647, -1.49320832214
7300;ST SEBASTIEN SUR LOIRE;ACCIDENT VOIE PUBLIQUE;;RUE;MARIE CURIE;;47.1902204638, -1.48576817853
7306;ST VIAUD;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CHIQUELAIS;LES;47.2305400228, -1.97486362021
7309;STE ANNE SUR BRIVET;ACCIDENT VOIE PUBLIQUE;15;LIEU-DIT,VILLAGE,HAMEAU;TURCAUDAIS;LA;47.4618100407, -1.98857619604
7316;STE PAZANNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D758 RTE DE PORT ST PERE;;47.1051652679, -1.7911673842
7319;STE REINE DE BRETAGNE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D33 RTE DE PONTCHATEAU;;47.4413769143, -2.18732087731
7320;SUCE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;GIBOIRE;LA;47.3787708575, -1.52141844189
7326;TOUVOIS;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;CROIX;LA;46.8981785864, -1.67456681091
7340;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;RUE;FONTAINE AU BRUN;DE LA;47.2998719397, -2.20955301104
7341;TRIGNAC;ACCIDENT VOIE PUBLIQUE;;RUE;PETIT SAVINE;DU;47.2977455242, -2.21000785738
7349;VAY;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D2 RTE DE NOZAY;;47.5530697132, -1.67772542592
7359;VERTOU;ACCIDENT VOIE PUBLIQUE;;ECHANGEUR,PORTE;PORTE DES SORINIERES;;47.1706182498, -1.51804839593
7369;VERTOU;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D105 RTE DU BIGNON;;47.1426763066, -1.46777694436
7387;BOUVRON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BEL AIR;;47.4093887809, -1.85568287712
7388;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;RUE;JOSEPH CUGNOT;;47.2956725675, -1.48233668915
7389;CARQUEFOU;ACCIDENT VOIE PUBLIQUE;;PONT,VIADUC,PASSERELLE;MADELEINE;DE LA;47.2697367181, -1.47982246857
7392;HERIC;ACCIDENT VOIE PUBLIQUE;;ZONE INDUSTRIELLE,ARTISANALE;ZONE IND. DE L'ERETTE;;47.3802514244, -1.64719114731
7394;LA CHAPELLE SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D69 RTE DE SUCE SUR ERDRE;;47.3076895756, -1.54276912817
7397;MACHECOUL;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D95 RTE DE LA GARNACHE;;46.9715580082, -1.81165016242
7405;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1922479643, -1.61364625137
7406;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1922479643, -1.61364625137
7407;NORT SUR ERDRE;ACCIDENT VOIE PUBLIQUE;;RUE;OCEAN;DE L';47.4357702214, -1.51654493584
7413;PONT SAINT MARTIN;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;VIAIS;DE;47.111716789, -1.53860370953
7417;PORNICHET;ACCIDENT VOIE PUBLIQUE;;AVENUE;PALUDIERS;DES;47.259692252, -2.33497914054
7418;POUILLE LES COTEAUX;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;REGESERIE;LA;47.471037053, -1.17609679037
7428;ST HERBLAIN;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;MARCEL PAUL;;47.237165273, -1.62864071793
7437;VERTOU;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.1726399708, -1.51549944015
7444;ARTHON EN RETZ;ACCIDENT VOIE PUBLIQUE;;ALLEE;PIERRES ROUSSES;DES;47.1176526525, -1.93377743275
7450;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;;RUE;19/03/62;DU;47.2778791733, -2.47314669191
7453;BATZ SUR MER;ACCIDENT VOIE PUBLIQUE;;CHEMIN;CANCORNET;DE;47.2727945905, -2.47037186392
7456;BLAIN;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BOUGARD;DE;47.4755044164, -1.83878005706
7457;BOUAYE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;BORNE SEIZE;LA;47.1664917707, -1.67371712382
7460;BOUAYE;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;FORET;LA;47.1496481243, -1.63733435801
7463;BOUGUENAIS;ACCIDENT VOIE PUBLIQUE;41;RUE;GOURETTERIE;DE LA;47.1756572649, -1.63301639398
7480;CAMPBON;ACCIDENT VOIE PUBLIQUE;33;LIEU-DIT,VILLAGE,HAMEAU;GERGAUDAIS;LA;47.4060588951, -1.98100173685
7487;CASSON;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;PATATE;LA;47.3868316753, -1.56675852351
7504;GENESTON;ACCIDENT VOIE PUBLIQUE;;ROUTE DEPARTEMENTALE;D937 RTE DE NANTES;;47.062542428, -1.5162427372
7515;GUERANDE;ACCIDENT VOIE PUBLIQUE;2;RUE;SENECHAL;DU;47.3322693581, -2.42418817699
7520;GUERANDE;ACCIDENT VOIE PUBLIQUE;;ROND-POINT,GIRATOIRE;VILLENEUVE;DE;47.3195861333, -2.41464226916
7527;HERBIGNAC;ACCIDENT VOIE PUBLIQUE;43;RUE;PERE LAURENT;DU;47.4451392058, -2.31720789637
7528;HERBIGNAC;ACCIDENT VOIE PUBLIQUE;;LIEU-DIT,VILLAGE,HAMEAU;COUR AUX LOUPS;LA;47.4341509209, -2.34612872297
7533;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;ROUTE;QUESQUELLO;DE;47.2951346499, -2.37113983344
7536;LA BAULE ESCOUBLAC;ACCIDENT VOIE PUBLIQUE;;AVENUE;JOSSELIN;;47.286658291, -2.38670961069
7553;LA MONTAGNE;ACCIDENT VOIE PUBLIQUE;;RUE;MENDES-FRANCE;;47.1857513463, -1.68942976152
7571;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;;RUE;ARRENTES;DES;47.1447022867, -1.52245458516
7572;LES SORINIERES;ACCIDENT VOIE PUBLIQUE;;RUE;LEO LAGRANGE;;47.1425732218, -1.52148279257
7575;LIRE;ACCIDENT VOIE PUBLIQUE;13;RUE;PLEIADE;DE LA;47.3447616764, -1.16515318366
7590;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;RENE CASSIN;;47.2642028511, -1.57619815347
7592;NANTES;ACCIDENT VOIE PUBLIQUE;;AUTOROUTE;PERIPHERIQUE EXTERIEUR;;47.2594837844, -1.5564840583
7604;NANTES;ACCIDENT VOIE PUBLIQUE;196;ROUTE;SAINT JOSEPH;DE;47.2565541997, -1.52950824947
7609;NANTES;ACCIDENT VOIE PUBLIQUE;;ROUTE;JONELIERE;DE LA;47.2486630668, -1.55125206858
7613;NANTES;ACCIDENT VOIE PUBLIQUE;;RUE;PETIT CHATELIER;DU;47.2462198912, -1.50536381842
7617;NANTES;ACCIDENT VOIE PUBLIQUE;;BOULEVARD;HENRI DUNANT;;47.2436298997, -1.52278120558
7619;NANTES;ACCIDENT VOIE PUBLIQUE;45;BOULEVARD;JULES VERNE;;47.2423720322, -1.52833773584
7621;NANTES;ACCIDENT VOIE PUBLIQUE;208;BOULEVARD;JULES VERNE;;47.2423720322, -1.52833773584
7623;NANTES;ACCIDENT VOIE PUBLIQUE;62;BOULEVARD;JULES VERNE;;47.2422319534, -1.52848632039
